ranking,score,title,emission_date,url,studio,themes,genres,demographics,emission_type,number_episode,members,first_emission,last_emission,Adult Cast,Anthropomorphic,CGDCT,Childcare,Combat Sports,Crossdressing,Delinquents,Detective,Educational,Gag Humor,Gore,Harem,High Stakes Game,Historical,Idols (Female),Idols (Male),Isekai,Iyashikei,Love Polygon,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mythology,Not_available,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romantic Subtext,Samurai,School,Showbiz,Space,Strategy Game,Super Power,Survival,Team Sports,Time Travel,Vampire,Video Game,Visual Arts,Workplace,Action,Adventure,Avant Garde,Award Winning,Boys Love,Comedy,Drama,Ecchi,Fantasy,Girls Love,Gourmet,Horror,Mystery,Not_available,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Suspense
935,7.8,Seikai no Senki II,Jul 2001 - Sep 2001,https://myanimelist.net/anime/397/Seikai_no_Senki_II,Sunrise,"['Military', 'Space']","['Action', 'Romance', 'Sci-Fi']",,TV ,10,22922 ,2001-07-01,2001-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
936,7.79,Macross F Movie 1: Itsuwari no Utahime,Nov 2009 - Nov 2009,https://myanimelist.net/anime/5310/Macross_F_Movie_1__Itsuwari_no_Utahime,Satelight,"['Mecha', 'Military', 'Music', 'Space']","['Action', 'Romance', 'Sci-Fi']",,Movie ,1,30031 ,2009-11-01,2009-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
937,7.79,New Initial D Movie: Legend 2 - Tousou,May 2015 - May 2015,https://myanimelist.net/anime/28881/New_Initial_D_Movie__Legend_2_-_Tousou,SANZIGEN,['Racing'],['Not_available'],Seinen,Movie ,1,27845 ,2015-05-01,2015-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
938,7.79,Ojamajo Doremi Na-i-sho,Jun 2004 - Dec 2004,https://myanimelist.net/anime/1376/Ojamajo_Doremi_Na-i-sho,Toei Animation,['Not_available'],"['Comedy', 'Fantasy']",Shoujo,OVA ,13,10047 ,2004-06-01,2004-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
939,7.79,Saiyuuki Gaiden,Mar 2011 - Nov 2011,https://myanimelist.net/anime/9088/Saiyuuki_Gaiden,Anpro,['Mythology'],"['Action', 'Adventure', 'Drama', 'Fantasy']",,OVA ,3,13220 ,2011-03-01,2011-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
940,7.79,Seitokai Yakuindomo Movie 2,Jan 2021 - Jan 2021,https://myanimelist.net/anime/40814/Seitokai_Yakuindomo_Movie_2,GoHands,"['Gag Humor', 'School']",['Comedy'],Shounen,Movie ,1,29327 ,2021-01-01,2021-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,7.79,Shadows House,Apr 2021 - Jul 2021,https://myanimelist.net/anime/43439/Shadows_House,CloverWorks,['Not_available'],"['Fantasy', 'Mystery']",Seinen,TV ,13,223462 ,2021-04-01,2021-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
942,7.79,Shin Kidou Senki Gundam Wing: Endless Waltz Special,Aug 1998 - Aug 1998,https://myanimelist.net/anime/2273/Shin_Kidou_Senki_Gundam_Wing__Endless_Waltz_Special,Sunrise,"['Mecha', 'Military', 'Space']","['Action', 'Drama', 'Sci-Fi']",,Movie ,1,57674 ,1998-08-01,1998-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
943,7.79,Taishou Otome Otogibanashi,Oct 2021 - Dec 2021,https://myanimelist.net/anime/45055/Taishou_Otome_Otogibanashi,SynergySP,['Historical'],"['Comedy', 'Drama', 'Romance']",Shounen,TV ,12,124885 ,2021-10-01,2021-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
944,7.79,The Last: Naruto the Movie,Dec 2014 - Dec 2014,https://myanimelist.net/anime/16870/The_Last__Naruto_the_Movie,Pierrot,['Not_available'],"['Action', 'Adventure', 'Fantasy', 'Romance']",Shounen,Movie ,1,567317 ,2014-12-01,2014-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
945,7.79,Tokyo Ghoul,Jul 2014 - Sep 2014,https://myanimelist.net/anime/22319/Tokyo_Ghoul,Pierrot,"['Gore', 'Psychological']","['Action', 'Fantasy', 'Horror']",Seinen,TV ,12,2665577 ,2014-07-01,2014-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
946,7.79,"Ame wo Matsu,",Jun 2020 - Jun 2020,https://myanimelist.net/anime/42344/Ame_wo_Matsu,add some,['Music'],['Not_available'],,Music ,1,5490 ,2020-06-01,2020-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
947,7.79,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",Jul 2009 - Jul 2009,https://myanimelist.net/anime/6351/Clannad__After_Story_-_Mou_Hitotsu_no_Sekai_Kyou-hen,Kyoto Animation,['School'],"['Drama', 'Romance']",,Special ,1,256452 ,2009-07-01,2009-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
948,7.79,Coquelicot-zaka kara,Jul 2011 - Jul 2011,https://myanimelist.net/anime/10029/Coquelicot-zaka_kara,Studio Ghibli,"['Historical', 'School']","['Award Winning', 'Romance']",Shoujo,Movie ,1,186500 ,2011-07-01,2011-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
949,7.79,Date A Live IV,Apr 2022 - Jun 2022,https://myanimelist.net/anime/41461/Date_A_Live_IV,Geek Toys,['Harem'],"['Comedy', 'Romance', 'Sci-Fi']",,TV ,12,222142 ,2022-04-01,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
950,7.79,Detective Conan Movie 09: Strategy Above the Depths,Apr 2005 - Apr 2005,https://myanimelist.net/anime/1505/Detective_Conan_Movie_09__Strategy_Above_the_Depths,TMS Entertainment,['Detective'],"['Adventure', 'Comedy', 'Mystery']",Shounen,Movie ,1,47293 ,2005-04-01,2005-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
951,7.79,Doraemon (1979),Apr 1979 - Mar 2005,https://myanimelist.net/anime/2471/Doraemon_1979,Shin-Ei Animation,['Anthropomorphic'],"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']","Kids, Shounen",TV ,1787,58454 ,1979-04-01,2005-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
952,7.79,Ginga Tetsudou 999,Sep 1978 - Mar 1981,https://myanimelist.net/anime/1491/Ginga_Tetsudou_999,Toei Animation,['Space'],"['Adventure', 'Drama', 'Sci-Fi']",,TV ,113,34747 ,1978-09-01,1981-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
953,7.79,Go! Princess Precure,Feb 2015 - Jan 2016,https://myanimelist.net/anime/28669/Go_Princess_Precure,Toei Animation,"['Mahou Shoujo', 'School']","['Action', 'Comedy', 'Fantasy']",,TV ,50,16674 ,2015-02-01,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
954,7.79,Innocence,Mar 2004 - Mar 2004,https://myanimelist.net/anime/468/Innocence,Production I.G,"['Adult Cast', 'Detective', 'Mecha', 'Military', 'Psychological']","['Award Winning', 'Sci-Fi']",,Movie ,1,154951 ,2004-03-01,2004-03-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
955,7.79,Jungle wa Itsumo Hare nochi Guu Deluxe,Aug 2002 - Jan 2003,https://myanimelist.net/anime/254/Jungle_wa_Itsumo_Hare_nochi_Guu_Deluxe,Shin-Ei Animation,['Gag Humor'],"['Comedy', 'Slice of Life']",Shounen,OVA ,6,12149 ,2002-08-01,2003-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
956,7.79,Kekkai Sensen & Beyond,Oct 2017 - Dec 2017,https://myanimelist.net/anime/34451/Kekkai_Sensen___Beyond,Bones,"['Super Power', 'Vampire']","['Action', 'Comedy', 'Fantasy']",Shounen,TV ,12,413592 ,2017-10-01,2017-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
957,7.78,Break Blade Movie 3: Kyoujin no Ato,Sep 2010 - Sep 2010,https://myanimelist.net/anime/9252/Break_Blade_Movie_3__Kyoujin_no_Ato,Production I.G,"['Adult Cast', 'Mecha', 'Military']","['Action', 'Fantasy']",Shounen,Movie ,1,58038 ,2010-09-01,2010-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
958,7.78,Chuan Shu Zijiu Zhinan,Sep 2020 - Oct 2020,https://myanimelist.net/anime/38990/Chuan_Shu_Zijiu_Zhinan,Djinn Power,"['Historical', 'Isekai', 'Mythology']","['Comedy', 'Drama', 'Fantasy']",,ONA ,10,17002 ,2020-09-01,2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
959,7.78,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,Jul 2009 - Jul 2009,https://myanimelist.net/anime/6768/Code_Geass__Hangyaku_no_Lelouch_R2_Special_Edition_-_Zero_Requiem,Sunrise,"['Mecha', 'Military', 'Super Power']",['Action'],,OVA ,1,47118 ,2009-07-01,2009-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,7.78,Detective Conan Movie 12: Full Score of Fear,Apr 2008 - Apr 2008,https://myanimelist.net/anime/4447/Detective_Conan_Movie_12__Full_Score_of_Fear,TMS Entertainment,['Detective'],"['Adventure', 'Comedy', 'Mystery']",Shounen,Movie ,1,44971 ,2008-04-01,2008-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
961,7.78,Digimon Adventure: Bokura no War Game!,Mar 2000 - Mar 2000,https://myanimelist.net/anime/2397/Digimon_Adventure__Bokura_no_War_Game,Toei Animation,['Not_available'],"['Adventure', 'Comedy', 'Sci-Fi']",Kids,Movie ,1,75029 ,2000-03-01,2000-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
962,7.78,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,Jul 1992 - Jan 1998,https://myanimelist.net/anime/2321/Giant_Robo_the_Animation__Chikyuu_ga_Seishi_Suru_Hi,Phoenix Entertainment,"['Mecha', 'Super Power']","['Action', 'Drama', 'Sci-Fi']",Shounen,OVA ,7,25370 ,1992-07-01,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
963,7.78,Gochuumon wa Usagi desu ka??,Oct 2015 - Dec 2015,https://myanimelist.net/anime/29787/Gochuumon_wa_Usagi_desu_ka,Kinema Citrus,"['CGDCT', 'Iyashikei', 'Workplace']",['Slice of Life'],,TV ,12,125425 ,2015-10-01,2015-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
964,7.78,Gochuumon wa Usagi desu ka?? Dear My Sister,Nov 2017 - Nov 2017,https://myanimelist.net/anime/33280/Gochuumon_wa_Usagi_desu_ka_Dear_My_Sister,production doA,"['CGDCT', 'Iyashikei', 'Workplace']",['Slice of Life'],,Movie ,1,39781 ,2017-11-01,2017-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
965,7.78,Hoozuki no Reitetsu,Jan 2014 - Apr 2014,https://myanimelist.net/anime/20431/Hoozuki_no_Reitetsu,Wit Studio,['Mythology'],"['Comedy', 'Fantasy', 'Supernatural']",Seinen,TV ,13,126464 ,2014-01-01,2014-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
966,7.78,Jin-Rou,Jun 2000 - Jun 2000,https://myanimelist.net/anime/570/Jin-Rou,Production I.G,"['Adult Cast', 'Detective', 'Military']","['Award Winning', 'Drama', 'Romance']",,Movie ,1,164561 ,2000-06-01,2000-06-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
967,7.78,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),Dec 2007 - Dec 2007,https://myanimelist.net/anime/3782/Kara_no_Kyoukai_Movie_2__Satsujin_Kousatsu_Zen,ufotable,['Not_available'],"['Action', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",,Movie ,1,231324 ,2007-12-01,2007-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
968,7.78,Tonikaku Kawaii: Seifuku,Nov 2022 - Nov 2022,https://myanimelist.net/anime/51533/Tonikaku_Kawaii__Seifuku,Seven Arcs,['Not_available'],"['Comedy', 'Romance']",Shounen,Special ,1,68583 ,2022-11-01,2022-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
969,7.78,Tunshi Xingkong 2nd Season,Dec 2021 -,https://myanimelist.net/anime/49571/Tunshi_Xingkong_2nd_Season,Sparkly Key Animation Studio,['Martial Arts'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,ONA ,104,4196 ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
970,7.78,Kumichou Musume to Sewagakari,Jul 2022 - Sep 2022,https://myanimelist.net/anime/49776/Kumichou_Musume_to_Sewagakari,feel.,"['Childcare', 'Organized Crime']",['Slice of Life'],,TV ,12,183706 ,2022-07-01,2022-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
971,7.78,Magic Kaito,Apr 2010 - Dec 2012,https://myanimelist.net/anime/8310/Magic_Kaito,TMS Entertainment,['Not_available'],"['Adventure', 'Comedy', 'Romance']",Shounen,Special ,12,68965 ,2010-04-01,2012-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
972,7.78,Mind Game,Aug 2004 - Aug 2004,https://myanimelist.net/anime/875/Mind_Game,Studio 4°C,"['Adult Cast', 'Psychological']","['Adventure', 'Avant Garde', 'Award Winning', 'Comedy', 'Romance']",,Movie ,1,80817 ,2004-08-01,2004-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
973,7.78,New Initial D Movie: Legend 1 - Kakusei,Aug 2014 - Aug 2014,https://myanimelist.net/anime/19613/New_Initial_D_Movie__Legend_1_-_Kakusei,SANZIGEN,['Racing'],['Action'],Seinen,Movie ,1,34773 ,2014-08-01,2014-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,7.78,Saraiya Goyou,Apr 2010 - Jul 2010,https://myanimelist.net/anime/7588/Saraiya_Goyou,Manglobe,"['Adult Cast', 'Historical', 'Samurai']",['Drama'],Seinen,TV ,12,88828 ,2010-04-01,2010-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
975,7.78,Sekaiichi Hatsukoi: Valentine-hen,Mar 2014 - Mar 2014,https://myanimelist.net/anime/20815/Sekaiichi_Hatsukoi__Valentine-hen,Studio Deen,"['Adult Cast', 'Workplace']","['Boys Love', 'Comedy', 'Romance']",,Movie ,1,39864 ,2014-03-01,2014-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
976,7.77,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,Jun 1996 - Dec 2004,https://myanimelist.net/anime/3545/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo,Gallop,"['Adult Cast', 'Detective', 'Gag Humor']",['Comedy'],Shounen,TV ,373,17185 ,1996-06-01,2004-12-01,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,7.77,Kubikiri Cycle: Aoiro Savant to Zaregotozukai,Oct 2016 - Sep 2017,https://myanimelist.net/anime/33263/Kubikiri_Cycle__Aoiro_Savant_to_Zaregotozukai,Shaft,['Not_available'],"['Drama', 'Mystery', 'Supernatural']",,OVA ,8,100092 ,2016-10-01,2017-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
978,7.77,Love Live! School Idol Project 2nd Season,Apr 2014 - Jun 2014,https://myanimelist.net/anime/19111/Love_Live_School_Idol_Project_2nd_Season,Sunrise,"['Idols (Female)', 'Music', 'School']","['Award Winning', 'Slice of Life']",,TV ,13,249347 ,2014-04-01,2014-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
979,7.77,Lupin III vs. Detective Conan,Mar 2009 - Mar 2009,https://myanimelist.net/anime/6115/Lupin_III_vs_Detective_Conan,TMS Entertainment,['Not_available'],"['Action', 'Adventure', 'Comedy', 'Mystery']",Shounen,Special ,1,33864 ,2009-03-01,2009-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
980,7.77,Lupin III: Part II,Oct 1977 - Oct 1980,https://myanimelist.net/anime/1425/Lupin_III__Part_II,Tokyo Movie Shinsha,['Adult Cast'],"['Action', 'Adventure', 'Comedy', 'Mystery']",Seinen,TV ,155,32984 ,1977-10-01,1980-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
981,7.77,Lupin the Third: Mine Fujiko to Iu Onna,Apr 2012 - Jun 2012,https://myanimelist.net/anime/13203/Lupin_the_Third__Mine_Fujiko_to_Iu_Onna,TMS Entertainment,"['Adult Cast', 'Samurai']","['Action', 'Adventure', 'Award Winning', 'Comedy', 'Ecchi']",Seinen,TV ,13,60388 ,2012-04-01,2012-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
